id_cliente,antiguedad_cliente,estado_civil,estado_cliente,gastos_ult_12m,genero,limite_credito_tc,nivel_educativo,nivel_tarjeta,operaciones_ult_12m,personas_a_cargo
804437658,36.0,CASADO,ACTIVO,3413.0,F,9778.0,POSGRADO_COMPLETO,Blue,66,3
780000258,38.0,SOLTERO,ACTIVO,4172.0,M,20912.0,UNIVERSITARIO_INCOMPLETO,Blue,84,3
720252858,36.0,SOLTERO,ACTIVO,3396.0,M,10350.0,UNIVERSITARIO_INCOMPLETO,Blue,63,3
825785508,45.0,SOLTERO,ACTIVO,4890.0,M,14699.0,SECUNDARIO_COMPLETO,Blue,64,3
711750183,55.0,SOLTERO,ACTIVO,3640.0,F,15987.0,UNIVERSITARIO_COMPLETO,Gold,56,2
718364283,30.0,SOLTERO,ACTIVO,3602.0,M,19711.0,UNIVERSITARIO_COMPLETO,Blue,72,3
715570533,35.0,DESCONOCIDO,PASIVO,1632.0,M,34516.0,POSGRADO_INCOMPLETO,Blue,44,3
711638658,25.0,SOLTERO,ACTIVO,2878.0,M,8650.0,SECUNDARIO_COMPLETO,Blue,63,4
711046383,36.0,SOLTERO,ACTIVO,3542.0,M,34516.0,UNIVERSITARIO_COMPLETO,Silver,60,2
715662258,36.0,DESCONOCIDO,ACTIVO,3777.0,F,2454.0,DESCONOCIDO,Blue,75,3
758202858,40.0,DESCONOCIDO,ACTIVO,3453.0,F,4255.0,SECUNDARIO_COMPLETO,Blue,72,3
720877083,36.0,CASADO,ACTIVO,3323.0,M,9748.0,UNIVERSITARIO_COMPLETO,Blue,66,2
712872183,24.0,SOLTERO,ACTIVO,2464.0,F,3271.0,UNIVERSITARIO_INCOMPLETO,Blue,92,4
710014683,20.0,SOLTERO,ACTIVO,2807.0,F,3480.0,UNIVERSITARIO_COMPLETO,Blue,65,0
716934333,40.0,SOLTERO,ACTIVO,3556.0,M,13306.0,UNIVERSITARIO_INCOMPLETO,Blue,68,3
778523733,31.0,SOLTERO,ACTIVO,3625.0,M,13637.0,UNIVERSITARIO_COMPLETO,Blue,73,3
753642933,45.0,SOLTERO,ACTIVO,4293.0,F,2728.0,SECUNDARIO_COMPLETO,Blue,83,3
716353083,29.0,SOLTERO,ACTIVO,4444.0,M,6733.0,UNIVERSITARIO_COMPLETO,Blue,72,3
708151008,41.0,CASADO,ACTIVO,2433.0,F,6250.0,UNIVERSITARIO_COMPLETO,Blue,41,4
789646158,33.0,CASADO,ACTIVO,3297.0,M,3653.0,UNIVERSITARIO_INCOMPLETO,Blue,66,4
721532583,36.0,CASADO,PASIVO,1995.0,M,12250.0,UNIVERSITARIO_COMPLETO,Blue,39,4
712423233,36.0,DIVORCIADO,ACTIVO,3752.0,M,22919.0,SECUNDARIO_COMPLETO,Blue,71,3
719806233,20.0,SOLTERO,ACTIVO,2686.0,M,34516.0,UNIVERSITARIO_COMPLETO,Blue,59,1
786509358,38.0,CASADO,ACTIVO,2051.0,M,4198.0,DESCONOCIDO,Blue,36,3
711502908,39.0,SOLTERO,ACTIVO,3550.0,M,7532.0,UNIVERSITARIO_COMPLETO,Blue,68,3
748617858,28.0,SOLTERO,ACTIVO,2968.0,M,4587.0,UNIVERSITARIO_INCOMPLETO,Blue,65,5
789244308,41.0,SOLTERO,ACTIVO,3986.0,M,17753.0,UNIVERSITARIO_INCOMPLETO,Blue,64,4
709330383,19.0,SOLTERO,ACTIVO,3283.0,F,12535.0,UNIVERSITARIO_COMPLETO,Silver,74,1
719136183,38.0,CASADO,ACTIVO,3410.0,F,3541.0,UNIVERSITARIO_INCOMPLETO,Blue,69,3
716939358,33.0,DIVORCIADO,ACTIVO,4632.0,F,14622.0,UNIVERSITARIO_COMPLETO,Blue,67,3
778155558,38.0,CASADO,ACTIVO,3560.0,M,23973.0,DESCONOCIDO,Blue,71,3
713461533,38.0,SOLTERO,ACTIVO,3042.0,M,29200.0,UNIVERSITARIO_COMPLETO,Blue,73,3
803776533,41.0,SOLTERO,ACTIVO,2118.0,M,10077.0,POSGRADO_INCOMPLETO,Blue,52,2
714857508,36.0,CASADO,ACTIVO,3939.0,F,8667.0,POSGRADO_COMPLETO,Blue,69,4
720348933,31.0,SOLTERO,ACTIVO,3060.0,M,12871.0,UNIVERSITARIO_COMPLETO,Blue,60,3
721158108,30.0,SOLTERO,ACTIVO,3982.0,M,2346.0,UNIVERSITARIO_COMPLETO,Blue,72,2
789043008,43.0,DIVORCIADO,ACTIVO,2058.0,F,9919.0,POSGRADO_INCOMPLETO,Blue,70,2
713362158,33.0,SOLTERO,ACTIVO,3519.0,M,17087.0,DESCONOCIDO,Blue,70,3
712623258,36.0,CASADO,PASIVO,2272.0,F,5505.0,UNIVERSITARIO_COMPLETO,Blue,42,3
708494583,36.0,DIVORCIADO,ACTIVO,3731.0,F,1902.0,UNIVERSITARIO_INCOMPLETO,Blue,53,3
718394658,22.0,SOLTERO,ACTIVO,2366.0,F,4254.0,UNIVERSITARIO_COMPLETO,Blue,62,0
719398158,39.0,DESCONOCIDO,ACTIVO,3912.0,M,9854.0,DESCONOCIDO,Blue,76,2
711885258,31.0,CASADO,ACTIVO,2078.0,F,7711.0,SECUNDARIO_COMPLETO,Blue,42,4
789161358,19.0,CASADO,ACTIVO,2666.0,F,3213.0,UNIVERSITARIO_COMPLETO,Blue,46,0
779198133,33.0,DIVORCIADO,ACTIVO,3530.0,F,9977.0,SECUNDARIO_COMPLETO,Blue,61,3
787581858,37.0,DESCONOCIDO,ACTIVO,3612.0,M,3132.0,DESCONOCIDO,Blue,59,2
708314808,41.0,CASADO,ACTIVO,1570.0,F,5659.0,UNIVERSITARIO_INCOMPLETO,Blue,40,2
720508233,42.0,SOLTERO,PASIVO,1898.0,M,17161.0,DESCONOCIDO,Silver,42,0
717134058,36.0,SOLTERO,ACTIVO,4028.0,F,5018.0,DESCONOCIDO,Blue,81,1
783366483,38.0,CASADO,ACTIVO,3242.0,F,11474.0,DESCONOCIDO,Blue,74,3
715412583,36.0,CASADO,ACTIVO,3815.0,M,7925.0,POSGRADO_INCOMPLETO,Blue,65,3
719562108,20.0,SOLTERO,ACTIVO,2671.0,F,12793.0,UNIVERSITARIO_INCOMPLETO,Silver,67,0
754457883,42.0,SOLTERO,ACTIVO,1876.0,M,4834.0,DESCONOCIDO,Blue,35,2
742552683,31.0,CASADO,ACTIVO,4208.0,F,1438.3,SECUNDARIO_COMPLETO,Blue,86,3
711455133,36.0,SOLTERO,ACTIVO,2481.0,M,12948.0,UNIVERSITARIO_INCOMPLETO,Blue,42,3
716387733,36.0,SOLTERO,PASIVO,1693.0,M,5662.0,UNIVERSITARIO_COMPLETO,Blue,25,4
772571508,24.0,SOLTERO,ACTIVO,2311.0,F,2799.0,SECUNDARIO_COMPLETO,Blue,43,2
718815108,38.0,CASADO,ACTIVO,3420.0,M,6030.0,DESCONOCIDO,Blue,81,2
719266158,35.0,DIVORCIADO,ACTIVO,3434.0,M,6779.0,UNIVERSITARIO_COMPLETO,Blue,65,2
720708183,36.0,DIVORCIADO,ACTIVO,4758.0,F,15248.0,UNIVERSITARIO_INCOMPLETO,Silver,83,1
767523933,45.0,SOLTERO,ACTIVO,3938.0,M,15583.0,SECUNDARIO_COMPLETO,Blue,69,3
797466033,26.0,CASADO,ACTIVO,2880.0,M,2576.0,SECUNDARIO_COMPLETO,Blue,69,1
771886233,37.0,CASADO,ACTIVO,1941.0,M,25270.0,DESCONOCIDO,Silver,51,1
712612233,22.0,SOLTERO,ACTIVO,2067.0,M,8717.0,UNIVERSITARIO_COMPLETO,Blue,59,4
716516208,36.0,CASADO,ACTIVO,3748.0,M,1438.3,UNIVERSITARIO_COMPLETO,Blue,64,4
709950858,35.0,SOLTERO,ACTIVO,3458.0,M,33755.0,UNIVERSITARIO_INCOMPLETO,Blue,71,5
779882508,37.0,SOLTERO,ACTIVO,3364.0,F,7282.0,DESCONOCIDO,Blue,69,2
712665633,30.0,CASADO,ACTIVO,3472.0,F,12952.0,UNIVERSITARIO_COMPLETO,Silver,51,3
717472833,32.0,SOLTERO,ACTIVO,4253.0,M,7260.0,DESCONOCIDO,Blue,73,4
709562358,43.0,SOLTERO,ACTIVO,4456.0,F,5353.0,DESCONOCIDO,Blue,79,2
715391433,33.0,CASADO,ACTIVO,2143.0,M,11741.0,UNIVERSITARIO_COMPLETO,Blue,41,0
708722583,36.0,SOLTERO,ACTIVO,3024.0,F,2609.0,UNIVERSITARIO_INCOMPLETO,Blue,64,4
720452508,37.0,CASADO,ACTIVO,3848.0,F,11167.0,UNIVERSITARIO_INCOMPLETO,Blue,74,1
718358808,50.0,DIVORCIADO,ACTIVO,3758.0,F,3276.0,SECUNDARIO_COMPLETO,Blue,61,2
714566958,36.0,CASADO,ACTIVO,2291.0,M,20882.0,SECUNDARIO_COMPLETO,Blue,40,3
716908158,36.0,CASADO,ACTIVO,3299.0,F,8260.0,UNIVERSITARIO_INCOMPLETO,Blue,64,3
713013483,36.0,DIVORCIADO,ACTIVO,3754.0,F,1438.3,UNIVERSITARIO_COMPLETO,Blue,58,4
816084333,37.0,SOLTERO,ACTIVO,3260.0,M,34516.0,DESCONOCIDO,Gold,63,2
806179683,56.0,SOLTERO,ACTIVO,4433.0,F,3071.0,UNIVERSITARIO_INCOMPLETO,Blue,68,1
754599558,33.0,SOLTERO,ACTIVO,3825.0,F,7207.0,UNIVERSITARIO_INCOMPLETO,Blue,70,3
806244183,34.0,DIVORCIADO,ACTIVO,4544.0,M,2267.0,UNIVERSITARIO_COMPLETO,Blue,84,2
787999533,44.0,SOLTERO,ACTIVO,3595.0,M,6617.0,SECUNDARIO_COMPLETO,Blue,68,2
718474683,24.0,CASADO,ACTIVO,3092.0,M,10097.0,SECUNDARIO_COMPLETO,Blue,67,0
713984208,33.0,CASADO,ACTIVO,4029.0,M,5776.0,UNIVERSITARIO_COMPLETO,Blue,72,4
788739633,16.0,CASADO,PASIVO,2136.0,M,2106.0,DESCONOCIDO,Blue,40,1
712411908,34.0,CASADO,ACTIVO,4071.0,M,21158.0,SECUNDARIO_COMPLETO,Blue,67,3
717538683,36.0,CASADO,ACTIVO,3204.0,M,22906.0,UNIVERSITARIO_COMPLETO,Blue,64,3
709447908,33.0,CASADO,ACTIVO,3281.0,M,2648.0,UNIVERSITARIO_COMPLETO,Blue,63,2
816834933,29.0,SOLTERO,ACTIVO,2652.0,F,30702.0,UNIVERSITARIO_COMPLETO,Silver,64,4
718963158,40.0,SOLTERO,ACTIVO,3230.0,M,34516.0,DESCONOCIDO,Blue,64,1
720758808,18.0,SOLTERO,PASIVO,1995.0,M,16317.0,UNIVERSITARIO_INCOMPLETO,Blue,54,3
715858008,39.0,CASADO,PASIVO,1224.0,F,8061.0,UNIVERSITARIO_INCOMPLETO,Blue,31,1
714358008,36.0,DIVORCIADO,ACTIVO,4659.0,F,17054.0,UNIVERSITARIO_INCOMPLETO,Blue,72,1
708255633,27.0,SOLTERO,ACTIVO,3240.0,M,3761.0,UNIVERSITARIO_COMPLETO,Blue,65,1
716101308,35.0,CASADO,ACTIVO,4251.0,M,2173.0,DESCONOCIDO,Blue,60,3
715986258,41.0,SOLTERO,ACTIVO,4037.0,F,15845.0,UNIVERSITARIO_INCOMPLETO,Silver,68,1
806226933,32.0,DESCONOCIDO,ACTIVO,3660.0,M,34516.0,SECUNDARIO_COMPLETO,Blue,59,2
708361833,36.0,CASADO,ACTIVO,3650.0,M,19430.0,UNIVERSITARIO_COMPLETO,Blue,80,4
778422933,22.0,SOLTERO,ACTIVO,3323.0,F,19127.0,DESCONOCIDO,Blue,56,1
708957183,36.0,DIVORCIADO,ACTIVO,2198.0,M,2708.0,DESCONOCIDO,Blue,41,0
718000383,51.0,SOLTERO,ACTIVO,4274.0,F,23566.0,UNIVERSITARIO_COMPLETO,Blue,64,1
714466458,35.0,CASADO,ACTIVO,3400.0,F,2532.0,SECUNDARIO_COMPLETO,Blue,76,2
719608308,29.0,SOLTERO,ACTIVO,2927.0,M,9829.0,SECUNDARIO_COMPLETO,Blue,73,2
792995808,51.0,SOLTERO,ACTIVO,3474.0,F,7226.0,POSGRADO_INCOMPLETO,Blue,67,3
716211258,49.0,DESCONOCIDO,ACTIVO,1966.0,F,4072.0,UNIVERSITARIO_INCOMPLETO,Blue,43,1
779289033,28.0,SOLTERO,ACTIVO,3328.0,F,21646.0,UNIVERSITARIO_INCOMPLETO,Blue,61,3
719356008,36.0,SOLTERO,ACTIVO,4548.0,F,1438.3,UNIVERSITARIO_COMPLETO,Blue,69,3
718503108,26.0,CASADO,ACTIVO,3792.0,M,14046.0,DESCONOCIDO,Blue,77,3
779661033,32.0,CASADO,ACTIVO,3503.0,M,25620.0,DESCONOCIDO,Silver,66,4
718354683,45.0,SOLTERO,ACTIVO,3646.0,F,21358.0,UNIVERSITARIO_COMPLETO,Silver,77,0
787578183,28.0,SOLTERO,ACTIVO,3204.0,M,1438.3,SECUNDARIO_COMPLETO,Blue,68,3
737952333,56.0,SOLTERO,ACTIVO,3435.0,M,2586.0,UNIVERSITARIO_COMPLETO,Blue,65,1
779498058,21.0,CASADO,ACTIVO,2006.0,M,3281.0,UNIVERSITARIO_COMPLETO,Blue,34,2
799707858,42.0,CASADO,ACTIVO,3584.0,F,7115.0,SECUNDARIO_COMPLETO,Blue,57,1
813053733,48.0,SOLTERO,PASIVO,3029.0,M,34516.0,DESCONOCIDO,Blue,49,4
719543208,36.0,SOLTERO,ACTIVO,3789.0,F,13220.0,UNIVERSITARIO_INCOMPLETO,Blue,72,3
797743233,39.0,DESCONOCIDO,ACTIVO,4542.0,M,5996.0,UNIVERSITARIO_INCOMPLETO,Blue,77,3
715399908,45.0,SOLTERO,ACTIVO,4175.0,F,7563.0,SECUNDARIO_COMPLETO,Blue,67,2
710288883,32.0,CASADO,ACTIVO,5054.0,F,8749.0,UNIVERSITARIO_COMPLETO,Blue,73,1
719912808,39.0,SOLTERO,ACTIVO,4288.0,M,14973.0,SECUNDARIO_COMPLETO,Blue,72,2
720247158,36.0,SOLTERO,ACTIVO,3787.0,M,7108.0,UNIVERSITARIO_COMPLETO,Blue,68,0
718672233,38.0,SOLTERO,ACTIVO,3395.0,F,23007.0,UNIVERSITARIO_COMPLETO,Blue,63,1
720529308,48.0,SOLTERO,PASIVO,1805.0,M,1856.0,SECUNDARIO_COMPLETO,Blue,46,0
789593058,39.0,CASADO,ACTIVO,3311.0,M,24248.0,UNIVERSITARIO_INCOMPLETO,Blue,84,5
714467733,36.0,CASADO,ACTIVO,4178.0,M,30428.0,UNIVERSITARIO_COMPLETO,Silver,69,2
803026008,42.0,CASADO,ACTIVO,3463.0,M,6805.0,DESCONOCIDO,Blue,65,3
772000533,48.0,CASADO,ACTIVO,1809.0,M,14257.0,UNIVERSITARIO_COMPLETO,Blue,23,1
715480983,36.0,SOLTERO,ACTIVO,3403.0,F,5719.0,UNIVERSITARIO_INCOMPLETO,Blue,68,2
819997983,48.0,CASADO,ACTIVO,1453.0,M,9517.0,DESCONOCIDO,Blue,26,5
720437358,32.0,SOLTERO,ACTIVO,3596.0,M,2526.0,UNIVERSITARIO_COMPLETO,Blue,69,3
719465733,44.0,SOLTERO,ACTIVO,4458.0,F,2971.0,SECUNDARIO_COMPLETO,Blue,63,2
711978858,49.0,SOLTERO,ACTIVO,4422.0,M,6834.0,UNIVERSITARIO_COMPLETO,Blue,70,2
814364808,31.0,CASADO,ACTIVO,2624.0,F,3002.0,UNIVERSITARIO_INCOMPLETO,Blue,46,2
788820933,42.0,SOLTERO,ACTIVO,3511.0,M,16727.0,UNIVERSITARIO_COMPLETO,Blue,73,2
710658483,34.0,DESCONOCIDO,PASIVO,2098.0,M,9080.0,UNIVERSITARIO_COMPLETO,Blue,46,4
807593058,36.0,SOLTERO,PASIVO,2003.0,F,5317.0,DESCONOCIDO,Blue,29,3
710278458,43.0,SOLTERO,PASIVO,1643.0,M,11617.0,SECUNDARIO_COMPLETO,Blue,43,2
713316558,29.0,CASADO,ACTIVO,3776.0,M,4573.0,SECUNDARIO_COMPLETO,Blue,70,4
811035483,42.0,DIVORCIADO,PASIVO,1641.0,M,34516.0,UNIVERSITARIO_INCOMPLETO,Silver,35,3
779856483,22.0,SOLTERO,ACTIVO,3368.0,M,15410.0,POSGRADO_INCOMPLETO,Blue,69,2
717085983,25.0,SOLTERO,ACTIVO,4312.0,F,3299.0,SECUNDARIO_COMPLETO,Blue,84,2
788030208,33.0,SOLTERO,PASIVO,1904.0,F,13453.0,UNIVERSITARIO_INCOMPLETO,Silver,42,2
709914858,36.0,CASADO,ACTIVO,5169.0,F,6362.0,UNIVERSITARIO_COMPLETO,Blue,84,2
716111808,49.0,CASADO,ACTIVO,1723.0,F,2679.0,DESCONOCIDO,Blue,28,2
708618933,13.0,SOLTERO,ACTIVO,3259.0,M,4369.0,UNIVERSITARIO_INCOMPLETO,Blue,80,2
720446508,36.0,SOLTERO,ACTIVO,2681.0,F,1721.0,UNIVERSITARIO_INCOMPLETO,Blue,57,2
756488883,34.0,SOLTERO,ACTIVO,2040.0,M,2196.0,UNIVERSITARIO_INCOMPLETO,Blue,65,2
708414033,38.0,CASADO,ACTIVO,3730.0,M,2845.0,UNIVERSITARIO_COMPLETO,Blue,66,4
756727233,42.0,SOLTERO,ACTIVO,4895.0,M,21144.0,SECUNDARIO_COMPLETO,Blue,66,2
720340383,25.0,CASADO,ACTIVO,4034.0,F,3518.0,UNIVERSITARIO_COMPLETO,Blue,82,2
720379533,36.0,DESCONOCIDO,PASIVO,2066.0,M,3952.0,DESCONOCIDO,Blue,37,3
771453033,35.0,CASADO,ACTIVO,3170.0,M,17343.0,SECUNDARIO_COMPLETO,Blue,57,3
708747708,33.0,CASADO,ACTIVO,2512.0,M,3498.0,UNIVERSITARIO_COMPLETO,Blue,56,3
712460433,25.0,SOLTERO,ACTIVO,4112.0,M,9121.0,UNIVERSITARIO_INCOMPLETO,Blue,80,2
719801508,23.0,DESCONOCIDO,ACTIVO,4314.0,M,20230.0,UNIVERSITARIO_INCOMPLETO,Blue,82,1
713657733,36.0,SOLTERO,ACTIVO,3809.0,M,9132.0,DESCONOCIDO,Blue,71,4
709955958,33.0,SOLTERO,ACTIVO,3374.0,F,8054.0,SECUNDARIO_COMPLETO,Blue,45,1
719513733,41.0,CASADO,ACTIVO,4276.0,M,8739.0,POSGRADO_COMPLETO,Blue,69,3
719099583,34.0,CASADO,PASIVO,1360.0,M,1640.0,UNIVERSITARIO_COMPLETO,Blue,33,3
719651358,33.0,SOLTERO,ACTIVO,4092.0,F,24949.0,UNIVERSITARIO_INCOMPLETO,Blue,77,4
720983733,36.0,SOLTERO,PASIVO,2136.0,M,15422.0,DESCONOCIDO,Blue,54,3
718917408,38.0,CASADO,ACTIVO,3704.0,F,3115.0,UNIVERSITARIO_COMPLETO,Blue,70,3
808753758,47.0,DIVORCIADO,ACTIVO,4109.0,M,29695.0,UNIVERSITARIO_INCOMPLETO,Blue,71,2
711699183,50.0,DIVORCIADO,ACTIVO,3723.0,M,7261.0,UNIVERSITARIO_INCOMPLETO,Blue,58,2
772565883,31.0,SOLTERO,ACTIVO,4719.0,M,33472.0,SECUNDARIO_COMPLETO,Blue,70,0
717203958,36.0,CASADO,ACTIVO,1842.0,M,11512.0,UNIVERSITARIO_COMPLETO,Blue,32,3
711196458,20.0,CASADO,PASIVO,1893.0,F,1621.0,DESCONOCIDO,Blue,41,1
769701258,18.0,DESCONOCIDO,ACTIVO,3996.0,F,12463.0,DESCONOCIDO,Blue,71,0
714933783,37.0,CASADO,ACTIVO,3775.0,M,8511.0,UNIVERSITARIO_COMPLETO,Blue,62,2
717650133,28.0,SOLTERO,ACTIVO,3571.0,M,4821.0,UNIVERSITARIO_COMPLETO,Blue,58,5
708707808,45.0,DESCONOCIDO,ACTIVO,3438.0,M,2480.0,UNIVERSITARIO_COMPLETO,Blue,66,2
717331758,32.0,CASADO,ACTIVO,4228.0,M,34516.0,UNIVERSITARIO_COMPLETO,Blue,83,4
801385458,46.0,CASADO,ACTIVO,4017.0,M,8596.0,UNIVERSITARIO_INCOMPLETO,Blue,80,1
710605458,39.0,CASADO,ACTIVO,4127.0,M,7223.0,SECUNDARIO_COMPLETO,Blue,70,2
719570733,39.0,SOLTERO,ACTIVO,3766.0,M,1629.0,DESCONOCIDO,Blue,83,2
710654808,36.0,SOLTERO,PASIVO,2308.0,M,1818.0,UNIVERSITARIO_COMPLETO,Blue,44,4
709224033,43.0,SOLTERO,PASIVO,1830.0,M,13720.0,UNIVERSITARIO_INCOMPLETO,Blue,36,4
708646233,36.0,DIVORCIADO,ACTIVO,3632.0,F,17116.0,DESCONOCIDO,Blue,50,1
766006758,56.0,CASADO,ACTIVO,1734.0,M,7216.0,SECUNDARIO_COMPLETO,Blue,38,1
710695083,32.0,SOLTERO,ACTIVO,1635.0,M,28397.0,UNIVERSITARIO_INCOMPLETO,Silver,31,3
795991758,41.0,CASADO,ACTIVO,4079.0,F,7553.0,DESCONOCIDO,Blue,67,3
709381383,36.0,CASADO,ACTIVO,3830.0,M,2952.0,UNIVERSITARIO_COMPLETO,Blue,77,4
716235783,39.0,CASADO,ACTIVO,4047.0,M,7109.0,UNIVERSITARIO_INCOMPLETO,Blue,75,3
758833758,38.0,CASADO,ACTIVO,3520.0,M,1862.0,DESCONOCIDO,Blue,68,4
804649833,29.0,CASADO,ACTIVO,3436.0,M,2533.0,POSGRADO_INCOMPLETO,Blue,74,3
810321933,30.0,DESCONOCIDO,ACTIVO,1898.0,M,11229.0,SECUNDARIO_COMPLETO,Blue,36,3
713579733,22.0,SOLTERO,ACTIVO,2597.0,M,4511.0,UNIVERSITARIO_INCOMPLETO,Blue,71,2
780971583,30.0,DIVORCIADO,ACTIVO,3772.0,M,2016.0,UNIVERSITARIO_COMPLETO,Blue,62,1
788747358,29.0,DIVORCIADO,ACTIVO,4836.0,M,5530.0,SECUNDARIO_COMPLETO,Blue,68,0
713199558,44.0,SOLTERO,ACTIVO,3669.0,F,1737.0,POSGRADO_COMPLETO,Blue,58,3
713777883,36.0,DIVORCIADO,ACTIVO,3543.0,F,6853.0,UNIVERSITARIO_COMPLETO,Blue,52,0
771081558,42.0,DIVORCIADO,ACTIVO,2862.0,M,34516.0,SECUNDARIO_COMPLETO,Blue,78,2
710229333,20.0,SOLTERO,ACTIVO,3812.0,M,11068.0,UNIVERSITARIO_INCOMPLETO,Blue,64,2
720406233,36.0,CASADO,ACTIVO,1770.0,F,5546.0,UNIVERSITARIO_COMPLETO,Blue,46,2
804673308,44.0,CASADO,PASIVO,1866.0,M,3893.0,UNIVERSITARIO_INCOMPLETO,Blue,37,5
712052058,48.0,SOLTERO,ACTIVO,4212.0,M,9426.0,UNIVERSITARIO_COMPLETO,Blue,75,3
767784708,41.0,CASADO,PASIVO,2356.0,M,7277.0,POSGRADO_COMPLETO,Blue,40,0
715278708,36.0,SOLTERO,ACTIVO,3851.0,M,1594.0,DESCONOCIDO,Blue,65,2
827049558,43.0,DESCONOCIDO,ACTIVO,4421.0,M,2158.0,UNIVERSITARIO_COMPLETO,Blue,89,2
710248233,28.0,SOLTERO,ACTIVO,3392.0,M,3490.0,UNIVERSITARIO_INCOMPLETO,Blue,80,3
712146558,30.0,CASADO,ACTIVO,3230.0,F,2364.0,UNIVERSITARIO_INCOMPLETO,Blue,65,5
715179933,36.0,CASADO,ACTIVO,4253.0,F,15704.0,SECUNDARIO_COMPLETO,Blue,91,2
709215708,36.0,DESCONOCIDO,ACTIVO,3737.0,M,18253.0,POSGRADO_INCOMPLETO,Blue,73,2
710668458,36.0,CASADO,ACTIVO,3405.0,F,3696.0,UNIVERSITARIO_COMPLETO,Blue,76,4
718828083,43.0,SOLTERO,ACTIVO,3533.0,M,8748.0,UNIVERSITARIO_COMPLETO,Blue,73,1
712828533,36.0,SOLTERO,ACTIVO,4820.0,M,2796.0,UNIVERSITARIO_COMPLETO,Blue,74,1
719240358,50.0,SOLTERO,ACTIVO,4095.0,M,10698.0,DESCONOCIDO,Blue,67,1
709513458,36.0,DESCONOCIDO,ACTIVO,3213.0,M,9551.0,SECUNDARIO_COMPLETO,Blue,52,3
720781158,27.0,DIVORCIADO,ACTIVO,3829.0,F,5608.0,UNIVERSITARIO_INCOMPLETO,Blue,74,2
716938383,28.0,CASADO,ACTIVO,3811.0,M,34516.0,DESCONOCIDO,Blue,61,4
709976358,42.0,SOLTERO,ACTIVO,3952.0,F,3236.0,DESCONOCIDO,Blue,80,1
715688958,36.0,SOLTERO,ACTIVO,4550.0,F,2736.0,POSGRADO_INCOMPLETO,Blue,84,2
721493883,35.0,SOLTERO,ACTIVO,3313.0,F,5195.0,DESCONOCIDO,Blue,69,4
709830783,36.0,SOLTERO,ACTIVO,4039.0,M,34516.0,DESCONOCIDO,Silver,72,5
715354983,35.0,CASADO,ACTIVO,3653.0,M,6327.0,UNIVERSITARIO_COMPLETO,Blue,77,3
713532858,36.0,DESCONOCIDO,ACTIVO,4077.0,M,4728.0,POSGRADO_COMPLETO,Blue,70,2
721295658,55.0,SOLTERO,ACTIVO,3975.0,M,34516.0,DESCONOCIDO,Blue,63,1
720313083,18.0,SOLTERO,ACTIVO,2637.0,M,6276.0,DESCONOCIDO,Blue,68,1
720724008,36.0,SOLTERO,ACTIVO,3717.0,M,13430.0,UNIVERSITARIO_COMPLETO,Blue,67,2
717007458,38.0,CASADO,ACTIVO,3256.0,M,2457.0,UNIVERSITARIO_COMPLETO,Blue,71,2
717720108,31.0,CASADO,ACTIVO,3274.0,M,12386.0,UNIVERSITARIO_COMPLETO,Blue,69,2
710728458,36.0,SOLTERO,ACTIVO,4409.0,F,7075.0,DESCONOCIDO,Blue,75,1
720648483,31.0,SOLTERO,ACTIVO,1821.0,M,32210.0,UNIVERSITARIO_INCOMPLETO,Blue,53,4
719036883,38.0,DIVORCIADO,ACTIVO,4163.0,F,4668.0,UNIVERSITARIO_INCOMPLETO,Blue,77,1
770146008,53.0,SOLTERO,ACTIVO,1908.0,M,2136.0,UNIVERSITARIO_COMPLETO,Blue,37,1
716573058,36.0,DESCONOCIDO,PASIVO,1598.0,F,1438.3,POSGRADO_COMPLETO,Blue,40,3
714829683,36.0,SOLTERO,ACTIVO,3688.0,M,10851.0,POSGRADO_COMPLETO,Blue,65,2
717015333,41.0,DIVORCIADO,ACTIVO,3974.0,M,2717.0,DESCONOCIDO,Blue,70,1
757837458,52.0,SOLTERO,ACTIVO,4065.0,F,3578.0,SECUNDARIO_COMPLETO,Blue,79,2
714000108,36.0,DIVORCIADO,ACTIVO,3658.0,F,6772.0,UNIVERSITARIO_INCOMPLETO,Blue,66,3
720786033,42.0,SOLTERO,ACTIVO,2489.0,M,10696.0,UNIVERSITARIO_INCOMPLETO,Blue,38,1
708917133,35.0,SOLTERO,ACTIVO,4498.0,M,11851.0,SECUNDARIO_COMPLETO,Blue,73,3
818929158,31.0,SOLTERO,ACTIVO,2220.0,M,11558.0,POSGRADO_COMPLETO,Blue,53,2
717705858,32.0,DESCONOCIDO,ACTIVO,2528.0,M,29923.0,SECUNDARIO_COMPLETO,Blue,52,2
827695683,36.0,SOLTERO,ACTIVO,3906.0,M,34516.0,UNIVERSITARIO_INCOMPLETO,Blue,77,3
819189108,56.0,SOLTERO,ACTIVO,4456.0,M,9033.0,UNIVERSITARIO_INCOMPLETO,Blue,85,0
716977758,36.0,CASADO,PASIVO,1913.0,F,3675.0,UNIVERSITARIO_INCOMPLETO,Blue,35,3
714901383,38.0,CASADO,ACTIVO,4503.0,M,9183.0,SECUNDARIO_COMPLETO,Blue,69,2
718500633,36.0,CASADO,ACTIVO,3270.0,F,7924.0,DESCONOCIDO,Blue,58,4
